[15:37:13] [main/INFO]: ModLauncher running: args [--username, Herobrine52, --version, forge-47.3.11, --gameDir, C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\Francesco\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 812cfdb04240407696a33ebb5e9632fd, --accessToken, ????????, --clientId, OWNlNWU0ZWMtOWJhMS00ZjA5LTkxYzAtNzQ1MGE1ODFmNGE4, --xuid, 2535441942000687, --userType, msa, --versionType, release, --width, 854, --height, 480, --quickPlayPath, C:\Users\Francesco\curseforge\minecraft\Install\quickPlay\java\1737124631146.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.11, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[15:37:13] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[15:37:13] [main/WARN]: Configuration file C:\Users\Francesco\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[15:37:13] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[15:37:13] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[15:37:16] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[15:37:16] [main/INFO]: Trying GL version 4.6
[15:37:16] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
[15:40:14] [Render thread/WARN]: Recipe minecraft: (of type minecraft:crafting) not found
[15:40:14] [Render thread/WARN]: Recipe minecraft: (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 32.60 ?s
[15:40:14] [Render thread/WARN]: Invalid icon item stack: Unknown item ID: treetap:tap
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 22.90 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 18.40 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 83.50 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 99.40 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 85.10 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 163.2 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 163.8 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 150.1 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 69.70 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 67.60 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 57.20 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 74.70 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 81.10 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 64.00 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 44.70 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 47.90 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 40.50 ?s
[15:40:14] [Render thread/WARN]: Recipe advancedperipherals:chunk_controller (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.010 ms
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.095 ms
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 1.081 ms
[15:40:14] [Render thread/WARN]: Recipe croptopia:knife (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 168.8 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 180.8 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 142.4 ?s
[15:40:14] [Render thread/WARN]: Recipe industrialforegoing:ore_laser_base (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 131.0 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 107.4 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 78.00 ?s
[15:40:14] [Render thread/WARN]: Recipe mysticalagriculture:infusion_crystal (of type minecraft:crafting) not found
[15:40:14] [Render thread/WARN]: Recipe mysticalagriculture:prudentium_essence (of type minecraft:crafting) not found
[15:40:14] [Render thread/WARN]: Recipe mysticalagradditions:insanium_essence (of type minecraft:crafting) not found
[15:40:14] [Render thread/WARN]: Recipe mysticalagriculture:master_infusion_crystal (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 415.8 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 475.7 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 443.0 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 78.90 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 89.40 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 62.00 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 39.90 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 51.20 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 37.30 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 41.30 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 37.70 ?s
[15:40:14] [Render thread/WARN]: Invalid icon item stack: Unknown item ID: sushigocrafting:seaweed
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 46.70 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 37.90 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 27.10 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 40.30 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 360.5 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 277.2 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 340.0 ?s
[15:40:14] [Render thread/WARN]: Recipe productivebees:boxes/expansion_box_oak (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 37.50 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 33.60 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 30.50 ?s
[15:40:14] [Render thread/WARN]: Recipe alchemistry:fission_core (of type minecraft:crafting) not found
[15:40:14] [Render thread/WARN]: Recipe alchemistry:fusion_core (of type minecraft:crafting) not found
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 325.8 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 226.8 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 188.2 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 522.5 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 629.6 ?s
[15:40:14] [Render thread/INFO]: BookContentResourceListenerLoader: Files found in 592.7 ?s
[15:40:14] [Render thread/INFO]: Cleared 2075 unneeded book NBT tags
[15:40:14] [Render thread/INFO]: Loaded 127 advancements
[15:40:17] [pool-25-thread-1/ERROR]: Registering categories: minecraft:jeresources is running and has taken 5.020 seconds so far
[15:40:17] [Worker-Main-2/ERROR]: Couldn't parse element loot_tables:adorn:blocks/cobblemon/apricorn_step
com.google.gson.JsonSyntaxException: Expected name to be an item, was unknown string 'adorn:cobblemon/apricorn_step'
	at net.minecraft.util.GsonHelper.m_13866_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.util.GsonHelper.m_13874_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13909_(GsonHelper.java:153) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:55) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:40) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:151) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13836_(GsonHelper.java:471) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:192) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:189) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13845_(GsonHelper.java:481) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:294) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:291) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1261) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.common.ForgeHooks.loadLootTable(ForgeHooks.java:871) ~[forge-1.20.1-47.3.11-universal.jar%231019!/:?]
	at net.minecraftforge.common.ForgeHooks.lambda$getLootTableDeserializer$3(ForgeHooks.java:848) ~[forge-1.20.1-47.3.11-universal.jar%231019!/:?]
	at net.minecraft.world.level.storage.loot.LootDataType.deserialize(LootDataType.java:45) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.lambda$scheduleElementParse$4(LootDataManager.java:56) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.mddc330b$lambda$cobblemon$supportICondition$0$1(LootDataManager.java:1044) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.redirect$dcf000$cobblemon$supportICondition(LootDataManager.java:1034) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.m_278660_(LootDataManager.java:55) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[15:40:17] [Worker-Main-2/INFO]: Injecting loot table 'silentgear:inject/minecraft/chests/bastion_other' into 'minecraft:chests/bastion_other'
[15:40:17] [Worker-Main-2/ERROR]: Couldn't parse element loot_tables:adorn:blocks/cobblemon/apricorn_kitchen_counter
com.google.gson.JsonSyntaxException: Expected name to be an item, was unknown string 'adorn:cobblemon/apricorn_kitchen_counter'
	at net.minecraft.util.GsonHelper.m_13866_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.util.GsonHelper.m_13874_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13909_(GsonHelper.java:153) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:55) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:40) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:151) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13836_(GsonHelper.java:471) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:192) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:189) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13845_(GsonHelper.java:481) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:294) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:291) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1261) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.common.ForgeHooks.loadLootTable(ForgeHooks.java:871) ~[forge-1.20.1-47.3.11-universal.jar%231019!/:?]
	at net.minecraftforge.common.ForgeHooks.lambda$getLootTableDeserializer$3(ForgeHooks.java:848) ~[forge-1.20.1-47.3.11-universal.jar%231019!/:?]
	at net.minecraft.world.level.storage.loot.LootDataType.deserialize(LootDataType.java:45) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.lambda$scheduleElementParse$4(LootDataManager.java:56) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.mddc330b$lambda$cobblemon$supportICondition$0$1(LootDataManager.java:1044) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.redirect$dcf000$cobblemon$supportICondition(LootDataManager.java:1034) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.m_278660_(LootDataManager.java:55) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[15:40:17] [Worker-Main-2/ERROR]: Couldn't parse element loot_tables:megacells:blocks/mega_emc_interface
com.google.gson.JsonSyntaxException: Expected name to be an item, was unknown string 'megacells:mega_emc_interface'
	at net.minecraft.util.GsonHelper.m_13866_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.util.GsonHelper.m_13874_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13909_(GsonHelper.java:153) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:55) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:40) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:151) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13836_(GsonHelper.java:471) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:192) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:189) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.util.GsonHelper.m_13845_(GsonHelper.java:481) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:294) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:291) ~[client-1.20.1-20230612.114412-srg.jar%231014!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1261) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.common.ForgeHooks.loadLootTable(ForgeHooks.java:871) ~[forge-1.20.1-47.3.11-universal.jar%231019!/:?]
